category_id,category_name,victim_age,victim_gender,location,reporter_type,narrative,gbv_related,priority,timestamp,perpetrator_relation,perpetrator_age,repeat_offense
40,Destitute child,2,Female,Public place,Healthcare worker,Healthcare worker reports case of destitute child involving 2-year-old Female child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
16,Child with disability,0,Male,School,Healthcare worker,Healthcare worker reports case of child with disability involving 0-year-old Male child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
31,Sexual assault,0,Male,Home,Teacher,Teacher reports case of sexual assault involving 0-year-old Male child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Teacher,43.0,No
29,Orphaned,17,Intersex,Home,Neighbor,Neighbor reports case of orphaned involving 17-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
33,Unlawful confinement,2,Male,Public place,Healthcare worker,Healthcare worker reports case of unlawful confinement involving 2-year-old Male child. Incidient occurred at Public place. ,No,Low,2025-05-01 13:08:06,,,
33,Unlawful confinement,13,Female,School,Teacher,Teacher reports case of unlawful confinement involving 13-year-old Female child. Incidient occurred at School. ,Yes,High,2025-05-01 13:08:06,,,
1,Abandoned,11,Female,Home,Healthcare worker,"Child (11, Female) abandoned at Home yesterday. Healthcare worker reports no known family members have come forward.",No,Medium,2025-05-01 13:08:06,Neighbor,47.0,No
5,Physical abuse/violence,1,Female,School,Healthcare worker,Healthcare worker reports case of physical abuse/violence involving 1-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Parent,70.0,Yes
13,Child infected with HIV,16,Female,Public place,Neighbor,Neighbor reports case of child infected with hiv involving 16-year-old Female child. Incidient occurred at Public place. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
29,Orphaned,9,Male,Public place,Parent,Parent reports case of orphaned involving 9-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
25,Internally Displaced Child,7,Intersex,Home,Teacher,Teacher reports case of internally displaced child involving 7-year-old Intersex child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,,,
27,Neglect,9,Male,Online,Neighbor,Chronic neglect case. 9-year-old Male living in Online with inadequate food.,No,High,2025-05-01 13:08:06,,,
28,Online Child Abuse,0,Female,Public place,Healthcare worker,Healthcare worker reports case of online child abuse involving 0-year-old Female child. Incidient occurred at Public place. ,No,Medium,2025-05-01 13:08:06,,,
2,Abduction,8,Male,Online,Neighbor,Neighbor reports case of abduction involving 8-year-old Male child. Incidient occurred at Online. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,Parent,62.0,Yes
4,Custody,10,Male,Online,Healthcare worker,Healthcare worker reports case of custody involving 10-year-old Male child. Incidient occurred at Online. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
18,Child Pregnancy,17,Intersex,Public place,Teacher,Teacher reports case of child pregnancy involving 17-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
6,Registration,0,Intersex,School,Parent,Parent reports case of registration involving 0-year-old Intersex child. Incidient occurred at School. ,No,High,2025-05-01 13:08:06,,,
24,Disinheritance/succession,15,Intersex,School,Teacher,Teacher reports case of disinheritance/succession involving 15-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,9,Female,Online,Teacher,Teacher reports case of sexual assault and abuse involving 9-year-old Female child. Incidient occurred at Online. ,No,Medium,2025-05-01 13:08:06,Teacher,35.0,No
23,Incest,9,Female,Online,Neighbor,Neighbor reports case of incest involving 9-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,High,2025-05-01 13:08:06,Relative,33.0,No
39,Forced Male Circumcision,1,Intersex,Public place,Neighbor,Neighbor reports case of forced male circumcision involving 1-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Teacher,33.0,Yes
17,Drug and substance abuse,10,Female,Home,Teacher,Teacher reports case of drug and substance abuse involving 10-year-old Female child. Incidient occurred at Home. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
31,Sexual assault,8,Intersex,Home,Teacher,Teacher reports case of sexual assault involving 8-year-old Intersex child. Incidient occurred at Home. ,No,High,2025-05-01 13:08:06,Stranger,32.0,No
4,Custody,6,Female,Home,Healthcare worker,Healthcare worker reports case of custody involving 6-year-old Female child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
13,Child infected with HIV,1,Female,Home,Teacher,Teacher reports case of child infected with hiv involving 1-year-old Female child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,,,
33,Unlawful confinement,8,Intersex,Public place,Parent,Parent reports case of unlawful confinement involving 8-year-old Intersex child. Incidient occurred at Public place. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
27,Neglect,15,Intersex,School,Teacher,Teacher reports neglect of 15-year-old Intersex child at School. Child shows signs of poor hygiene.,No,High,2025-05-01 13:08:06,,,
10,Sexual assault and Abuse,8,Intersex,Public place,Teacher,Teacher reports case of sexual assault and abuse involving 8-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,Stranger,29.0,No
24,Disinheritance/succession,14,Female,Home,Parent,Parent reports case of disinheritance/succession involving 14-year-old Female child. Incidient occurred at Home. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
24,Disinheritance/succession,1,Female,Home,Neighbor,Neighbor reports case of disinheritance/succession involving 1-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
11,Child Trafficking,0,Male,Public place,Healthcare worker,Healthcare worker reports case of child trafficking involving 0-year-old Male child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,Teacher,67.0,No
22,Female Genital Mutilation,6,Male,School,Healthcare worker,Healthcare worker reports case of female genital mutilation involving 6-year-old Male child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,Stranger,19.0,Yes
26,Missing Child,14,Male,Public place,Neighbor,Neighbor reports case of missing child involving 14-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
1,Abandoned,5,Intersex,Public place,Parent,5-year-old Intersex child found living on the streets in Public place. Reported by Parent who noticed the child appearing malnourished.,No,Low,2025-05-01 13:08:06,Parent,30.0,No
28,Online Child Abuse,8,Intersex,Home,Healthcare worker,Healthcare worker reports case of online child abuse involving 8-year-old Intersex child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
35,Child out of school,5,Female,Home,Healthcare worker,Healthcare worker reports case of child out of school involving 5-year-old Female child. Incidient occurred at Home. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
27,Neglect,8,Female,School,Healthcare worker,Chronic neglect case. 8-year-old Female living in School with no proper shelter.,Yes,Low,2025-05-01 13:08:06,,,
17,Drug and substance abuse,17,Female,School,Teacher,Teacher reports case of drug and substance abuse involving 17-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
12,Parental Child Abduction,9,Female,School,Healthcare worker,Healthcare worker reports case of parental child abduction involving 9-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Teacher,44.0,No
28,Online Child Abuse,2,Male,Home,Teacher,Teacher reports case of online child abuse involving 2-year-old Male child. Incidient occurred at Home. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
3,Attempted Defilement,2,Female,Online,Parent,Parent reports case of attempted defilement involving 2-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Teacher,60.0,No
21,Harmful cultural practices,15,Female,Home,Neighbor,Neighbor reports case of harmful cultural practices involving 15-year-old Female child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
18,Child Pregnancy,11,Female,School,Neighbor,Neighbor reports case of child pregnancy involving 11-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
8,Child labor,16,Female,Home,Healthcare worker,Healthcare worker reports case of child labor involving 16-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
33,Unlawful confinement,4,Female,School,Neighbor,Neighbor reports case of unlawful confinement involving 4-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
40,Destitute child,8,Female,School,Teacher,Teacher reports case of destitute child involving 8-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
11,Child Trafficking,4,Intersex,School,Neighbor,Neighbor reports case of child trafficking involving 4-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,Stranger,63.0,Yes
36,Sick child (Chronic Illness),17,Female,Home,Healthcare worker,Healthcare worker reports case of sick child (chronic illness) involving 17-year-old Female child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
1,Abandoned,3,Intersex,Home,Healthcare worker,3-year-old Intersex child found wandering alone in Home. Reported by Healthcare worker who noticed the child appearing malnourished.,Yes,High,2025-05-01 13:08:06,Stranger,54.0,Yes
35,Child out of school,11,Male,School,Healthcare worker,Healthcare worker reports case of child out of school involving 11-year-old Male child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
32,Child Truancy,2,Female,Home,Neighbor,Neighbor reports case of child truancy involving 2-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
25,Internally Displaced Child,17,Male,Online,Teacher,Teacher reports case of internally displaced child involving 17-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
15,Defilement,0,Male,Public place,Neighbor,"Medical examination confirms defilement of 0-year-old. Incident occurred at Public place, reported by Neighbor.",No,Medium,2025-05-01 13:08:06,Parent,21.0,No
3,Attempted Defilement,1,Male,School,Parent,Parent reports case of attempted defilement involving 1-year-old Male child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Parent,30.0,No
13,Child infected with HIV,0,Female,Online,Healthcare worker,Healthcare worker reports case of child infected with hiv involving 0-year-old Female child. Incidient occurred at Online. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
1,Abandoned,17,Intersex,Online,Neighbor,17-year-old Intersex child found living on the streets in Online. Reported by Neighbor who noticed the child sleeping rough.,No,Low,2025-05-01 13:08:06,Teacher,42.0,No
6,Registration,13,Male,Public place,Teacher,Teacher reports case of registration involving 13-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
28,Online Child Abuse,6,Intersex,School,Teacher,Teacher reports case of online child abuse involving 6-year-old Intersex child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,,,
28,Online Child Abuse,6,Intersex,Online,Teacher,Teacher reports case of online child abuse involving 6-year-old Intersex child. Incidient occurred at Online. ,Yes,Low,2025-05-01 13:08:06,,,
18,Child Pregnancy,12,Female,Home,Neighbor,Neighbor reports case of child pregnancy involving 12-year-old Female child. Incidient occurred at Home. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
4,Custody,8,Female,School,Neighbor,Neighbor reports case of custody involving 8-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
2,Abduction,7,Female,Home,Parent,Parent reports case of abduction involving 7-year-old Female child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,Teacher,40.0,Yes
32,Child Truancy,8,Male,Public place,Healthcare worker,Healthcare worker reports case of child truancy involving 8-year-old Male child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
23,Incest,14,Female,Online,Neighbor,Neighbor reports case of incest involving 14-year-old Female child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,Neighbor,54.0,Yes
2,Abduction,16,Male,School,Healthcare worker,Healthcare worker reports case of abduction involving 16-year-old Male child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Neighbor,20.0,No
3,Attempted Defilement,5,Female,Home,Neighbor,Neighbor reports case of attempted defilement involving 5-year-old Female child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,Parent,19.0,No
18,Child Pregnancy,12,Female,School,Neighbor,Neighbor reports case of child pregnancy involving 12-year-old Female child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
6,Registration,17,Female,Online,Neighbor,Neighbor reports case of registration involving 17-year-old Female child. Incidient occurred at Online. ,Yes,Low,2025-05-01 13:08:06,,,
41,Child parent,13,Female,School,Parent,Parent reports case of child parent involving 13-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),0,Female,School,Parent,Parent reports case of sick child (chronic illness) involving 0-year-old Female child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
25,Internally Displaced Child,10,Male,Online,Healthcare worker,Healthcare worker reports case of internally displaced child involving 10-year-old Male child. Incidient occurred at Online. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
13,Child infected with HIV,3,Male,Online,Neighbor,Neighbor reports case of child infected with hiv involving 3-year-old Male child. Incidient occurred at Online. ,No,Medium,2025-05-01 13:08:06,,,
23,Incest,17,Female,Home,Healthcare worker,Healthcare worker reports case of incest involving 17-year-old Female child. Incidient occurred at Home. ,Yes,High,2025-05-01 13:08:06,Neighbor,34.0,Yes
33,Unlawful confinement,4,Female,Public place,Healthcare worker,Healthcare worker reports case of unlawful confinement involving 4-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
5,Physical abuse/violence,8,Male,School,Parent,Parent reports case of physical abuse/violence involving 8-year-old Male child. Incidient occurred at School. ,No,Medium,2025-05-01 13:08:06,Neighbor,52.0,No
36,Sick child (Chronic Illness),15,Intersex,School,Neighbor,Neighbor reports case of sick child (chronic illness) involving 15-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
17,Drug and substance abuse,7,Female,School,Healthcare worker,Healthcare worker reports case of drug and substance abuse involving 7-year-old Female child. Incidient occurred at School. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
32,Child Truancy,12,Intersex,Public place,Healthcare worker,Healthcare worker reports case of child truancy involving 12-year-old Intersex child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
17,Drug and substance abuse,7,Intersex,School,Parent,Parent reports case of drug and substance abuse involving 7-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,12,Female,Public place,Neighbor,Neighbor reports case of female genital mutilation involving 12-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,Stranger,59.0,No
4,Custody,10,Female,School,Neighbor,Neighbor reports case of custody involving 10-year-old Female child. Incidient occurred at School. ,Yes,High,2025-05-01 13:08:06,,,
1,Abandoned,5,Male,Online,Healthcare worker,5-year-old Male child found wandering alone in Online. Reported by Healthcare worker who noticed the child begging.,No,Medium,2025-05-01 13:08:06,Stranger,52.0,Yes
20,Emotional abuse,16,Intersex,Public place,Teacher,Teacher reports case of emotional abuse involving 16-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,No,High,2025-05-01 13:08:06,Relative,27.0,No
16,Child with disability,11,Male,Online,Parent,Parent reports case of child with disability involving 11-year-old Male child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
40,Destitute child,13,Female,Online,Neighbor,Neighbor reports case of destitute child involving 13-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
36,Sick child (Chronic Illness),2,Female,Online,Neighbor,Neighbor reports case of sick child (chronic illness) involving 2-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
35,Child out of school,0,Intersex,Home,Healthcare worker,Healthcare worker reports case of child out of school involving 0-year-old Intersex child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
40,Destitute child,9,Intersex,Home,Neighbor,Neighbor reports case of destitute child involving 9-year-old Intersex child. Incidient occurred at Home. Investigation ongoing.,Yes,Low,2025-05-01 13:08:06,,,
25,Internally Displaced Child,13,Male,Online,Parent,Parent reports case of internally displaced child involving 13-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
9,Child of imprisoned/detained parent(s),16,Female,Public place,Teacher,Teacher reports case of child of imprisoned/detained parent(s) involving 16-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,No,Low,2025-05-01 13:08:06,,,
28,Online Child Abuse,16,Male,Online,Teacher,Teacher reports case of online child abuse involving 16-year-old Male child. Incidient occurred at Online. ,No,Low,2025-05-01 13:08:06,,,
18,Child Pregnancy,1,Intersex,School,Neighbor,Neighbor reports case of child pregnancy involving 1-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
40,Destitute child,8,Intersex,School,Neighbor,Neighbor reports case of destitute child involving 8-year-old Intersex child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,,,
20,Emotional abuse,17,Female,Online,Neighbor,Neighbor reports case of emotional abuse involving 17-year-old Female child. Incidient occurred at Online. Child is now safe.,No,Medium,2025-05-01 13:08:06,Parent,68.0,Yes
40,Destitute child,0,Male,School,Teacher,Teacher reports case of destitute child involving 0-year-old Male child. Incidient occurred at School. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
8,Child labor,3,Male,Online,Parent,Parent reports case of child labor involving 3-year-old Male child. Incidient occurred at Online. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,1,Female,Public place,Teacher,Teacher reports case of female genital mutilation involving 1-year-old Female child. Incidient occurred at Public place. ,No,Low,2025-05-01 13:08:06,Parent,64.0,No
14,Child in conflict with the law,10,Intersex,Online,Parent,Parent reports case of child in conflict with the law involving 10-year-old Intersex child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
1,Abandoned,5,Male,Home,Neighbor,"Child (5, Male) abandoned at Home last week. Neighbor reports no known family members have come forward.",Yes,Medium,2025-05-01 13:08:06,Teacher,22.0,No
26,Missing Child,2,Male,Online,Neighbor,Neighbor reports case of missing child involving 2-year-old Male child. Incidient occurred at Online. Child is now safe.,No,Medium,2025-05-01 13:08:06,,,
5,Physical abuse/violence,7,Male,Public place,Teacher,Teacher reports case of physical abuse/violence involving 7-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,Parent,65.0,No
7,Children on the Street,1,Female,School,Teacher,Teacher reports case of children on the street involving 1-year-old Female child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
14,Child in conflict with the law,11,Intersex,Online,Parent,Parent reports case of child in conflict with the law involving 11-year-old Intersex child. Incidient occurred at Online. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,6,Male,Home,Parent,Parent reports case of female genital mutilation involving 6-year-old Male child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,Parent,32.0,Yes
30,Refugee child,16,Male,Online,Parent,Parent reports case of refugee child involving 16-year-old Male child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
4,Custody,15,Male,School,Neighbor,Neighbor reports case of custody involving 15-year-old Male child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
1,Abandoned,1,Intersex,Home,Parent,1-year-old Intersex child found living on the streets in Home. Reported by Parent who noticed the child begging.,No,Medium,2025-05-01 13:08:06,Neighbor,39.0,Yes
24,Disinheritance/succession,4,Intersex,Online,Parent,Parent reports case of disinheritance/succession involving 4-year-old Intersex child. Incidient occurred at Online. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,,,
38,Child radicalization,9,Female,Public place,Neighbor,Neighbor reports case of child radicalization involving 9-year-old Female child. Incidient occurred at Public place. Child is now safe.,No,Low,2025-05-01 13:08:06,,,
19,Child marriage,0,Male,Home,Parent,Parent reports case of child marriage involving 0-year-old Male child. Incidient occurred at Home. ,No,Medium,2025-05-01 13:08:06,,,
35,Child out of school,4,Male,School,Healthcare worker,Healthcare worker reports case of child out of school involving 4-year-old Male child. Incidient occurred at School. ,No,Low,2025-05-01 13:08:06,,,
34,Child offer,10,Intersex,Public place,Healthcare worker,Healthcare worker reports case of child offer involving 10-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,No,High,2025-05-01 13:08:06,,,
4,Custody,12,Female,Online,Neighbor,Neighbor reports case of custody involving 12-year-old Female child. Incidient occurred at Online. ,Yes,High,2025-05-01 13:08:06,,,
4,Custody,0,Intersex,School,Healthcare worker,Healthcare worker reports case of custody involving 0-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
14,Child in conflict with the law,5,Intersex,Public place,Teacher,Teacher reports case of child in conflict with the law involving 5-year-old Intersex child. Incidient occurred at Public place. ,Yes,Medium,2025-05-01 13:08:06,,,
5,Physical abuse/violence,3,Male,School,Healthcare worker,Healthcare worker reports case of physical abuse/violence involving 3-year-old Male child. Incidient occurred at School. ,Yes,Low,2025-05-01 13:08:06,Stranger,28.0,No
18,Child Pregnancy,15,Intersex,Public place,Teacher,Teacher reports case of child pregnancy involving 15-year-old Intersex child. Incidient occurred at Public place. ,Yes,Low,2025-05-01 13:08:06,,,
11,Child Trafficking,10,Male,Home,Healthcare worker,Healthcare worker reports case of child trafficking involving 10-year-old Male child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,Relative,69.0,No
2,Abduction,17,Female,Online,Neighbor,Neighbor reports case of abduction involving 17-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,Low,2025-05-01 13:08:06,Teacher,39.0,Yes
13,Child infected with HIV,3,Intersex,Home,Parent,Parent reports case of child infected with hiv involving 3-year-old Intersex child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,,,
41,Child parent,3,Female,Home,Neighbor,Neighbor reports case of child parent involving 3-year-old Female child. Incidient occurred at Home. Investigation ongoing.,Yes,Medium,2025-05-01 13:08:06,,,
12,Parental Child Abduction,11,Female,Home,Healthcare worker,Healthcare worker reports case of parental child abduction involving 11-year-old Female child. Incidient occurred at Home. Child is now safe.,No,Medium,2025-05-01 13:08:06,Stranger,26.0,Yes
13,Child infected with HIV,4,Female,Online,Healthcare worker,Healthcare worker reports case of child infected with hiv involving 4-year-old Female child. Incidient occurred at Online. ,Yes,Low,2025-05-01 13:08:06,,,
32,Child Truancy,16,Male,Public place,Healthcare worker,Healthcare worker reports case of child truancy involving 16-year-old Male child. Incidient occurred at Public place. Child is now safe.,No,High,2025-05-01 13:08:06,,,
22,Female Genital Mutilation,14,Male,Home,Parent,Parent reports case of female genital mutilation involving 14-year-old Male child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,Relative,59.0,No
27,Neglect,12,Female,Public place,Parent,Parent reports neglect of 12-year-old Female child at Public place. Child shows signs of untreated medical conditions.,Yes,Medium,2025-05-01 13:08:06,,,
2,Abduction,15,Male,Home,Parent,Parent reports case of abduction involving 15-year-old Male child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,Stranger,34.0,No
16,Child with disability,3,Male,Online,Teacher,Teacher reports case of child with disability involving 3-year-old Male child. Incidient occurred at Online. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
40,Destitute child,11,Female,Online,Teacher,Teacher reports case of destitute child involving 11-year-old Female child. Incidient occurred at Online. Investigation ongoing.,No,Medium,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,4,Male,Home,Neighbor,Neighbor reports case of forced male circumcision involving 4-year-old Male child. Incidient occurred at Home. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Relative,27.0,No
17,Drug and substance abuse,14,Intersex,School,Healthcare worker,Healthcare worker reports case of drug and substance abuse involving 14-year-old Intersex child. Incidient occurred at School. Investigation ongoing.,No,High,2025-05-01 13:08:06,,,
32,Child Truancy,7,Intersex,Home,Neighbor,Neighbor reports case of child truancy involving 7-year-old Intersex child. Incidient occurred at Home. ,No,Low,2025-05-01 13:08:06,,,
11,Child Trafficking,16,Female,Public place,Parent,Parent reports case of child trafficking involving 16-year-old Female child. Incidient occurred at Public place. Investigation ongoing.,Yes,High,2025-05-01 13:08:06,Parent,55.0,No
13,Child infected with HIV,6,Male,Home,Parent,Parent reports case of child infected with hiv involving 6-year-old Male child. Incidient occurred at Home. Child is now safe.,No,High,2025-05-01 13:08:06,,,
27,Neglect,16,Intersex,Online,Parent,Parent reports neglect of 16-year-old Intersex child at Online. Child shows signs of malnutrition.,Yes,Low,2025-05-01 13:08:06,,,
39,Forced Male Circumcision,16,Male,Online,Healthcare worker,Healthcare worker reports case of forced male circumcision involving 16-year-old Male child. Incidient occurred at Online. ,Yes,Low,2025-05-01 13:08:06,Parent,58.0,Yes
27,Neglect,13,Intersex,Public place,Parent,Parent reports neglect of 13-year-old Intersex child at Public place. Child shows signs of poor hygiene.,No,High,2025-05-01 13:08:06,,,
12,Parental Child Abduction,15,Female,School,Neighbor,Neighbor reports case of parental child abduction involving 15-year-old Female child. Incidient occurred at School. ,Yes,Medium,2025-05-01 13:08:06,Stranger,50.0,Yes
29,Orphaned,0,Male,School,Neighbor,Neighbor reports case of orphaned involving 0-year-old Male child. Incidient occurred at School. ,Yes,High,2025-05-01 13:08:06,,,
3,Attempted Defilement,13,Male,Home,Parent,Parent reports case of attempted defilement involving 13-year-old Male child. Incidient occurred at Home. Investigation ongoing.,No,Low,2025-05-01 13:08:06,Stranger,38.0,No
9,Child of imprisoned/detained parent(s),7,Male,Home,Teacher,Teacher reports case of child of imprisoned/detained parent(s) involving 7-year-old Male child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
18,Child Pregnancy,16,Female,Public place,Teacher,Teacher reports case of child pregnancy involving 16-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
17,Drug and substance abuse,7,Male,Home,Neighbor,Neighbor reports case of drug and substance abuse involving 7-year-old Male child. Incidient occurred at Home. ,Yes,Low,2025-05-01 13:08:06,,,
12,Parental Child Abduction,6,Female,Public place,Neighbor,Neighbor reports case of parental child abduction involving 6-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,Neighbor,24.0,No
9,Child of imprisoned/detained parent(s),0,Female,Public place,Healthcare worker,Healthcare worker reports case of child of imprisoned/detained parent(s) involving 0-year-old Female child. Incidient occurred at Public place. Child is now safe.,Yes,High,2025-05-01 13:08:06,,,
27,Neglect,4,Male,Public place,Parent,Parent reports neglect of 4-year-old Male child at Public place. Child shows signs of malnutrition.,No,Medium,2025-05-01 13:08:06,,,
28,Online Child Abuse,7,Intersex,Public place,Teacher,Teacher reports case of online child abuse involving 7-year-old Intersex child. Incidient occurred at Public place. Child is now safe.,Yes,Medium,2025-05-01 13:08:06,,,
29,Orphaned,9,Intersex,Online,Healthcare worker,Healthcare worker reports case of orphaned involving 9-year-old Intersex child. Incidient occurred at Online. ,No,High,2025-05-01 13:08:06,,,
6,Registration,4,Intersex,School,Healthcare worker,Healthcare worker reports case of registration involving 4-year-old Intersex child. Incidient occurred at School. Child is now safe.,Yes,Low,2025-05-01 13:08:06,,,
